8,10,220,-58,36,20,-3,-325,-29,24
8,10,220,-60,35,20,-3,-325,-29,28
8,9,216,-60,40,22,-2,-325,-29,42
8,11,217,-58,34,19,-2,-325,-29,62
7,11,220,-60,36,18,-2,-325,-29,82
6,10,221,-59,37,21,-2,-325,-29,102
7,9,219,-56,33,22,-2,-325,-30,122
6,10,222,-61,35,21,-2,-325,-30,142
7,11,220,-60,38,21,-2,-325,-30,162
5,11,224,-60,38,20,-3,-326,-30,182
7,12,219,-62,36,21,-3,-326,-30,202
6,11,220,-58,35,21,-3,-326,-30,222
7,9,226,-58,34,20,-3,-326,-30,242
8,10,223,-57,36,20,-3,-326,-30,262
9,11,219,-56,37,19,-3,-326,-30,282
7,12,220,-58,36,17,-3,-326,-30,302
5,9,221,-60,34,20,-3,-327,-30,322
7,10,217,-58,34,20,-3,-327,-30,342
8,10,220,-59,35,21,-3,-327,-30,362
7,10,220,-57,33,20,-2,-326,-30,382
7,11,220,-62,36,18,-2,-326,-30,402
8,11,220,-61,39,19,-2,-326,-30,422
8,11,222,-58,35,23,-2,-326,-30,442
7,14,222,-60,38,20,-3,-326,-29,462
7,9,219,-56,36,20,-3,-326,-29,482
6,10,224,-61,35,22,-3,-326,-29,502
7,10,219,-56,37,23,-3,-325,-29,522
6,10,219,-59,37,21,-3,-325,-29,542
7,8,220,-60,37,20,-3,-325,-29,562
7,9,221,-58,33,23,-3,-325,-29,582
8,10,219,-60,34,19,-2,-325,-29,602
7,12,220,-60,38,20,-2,-325,-29,622
7,9,223,-59,36,23,-2,-325,-29,642
6,13,226,-59,34,19,-3,-325,-29,662
6,11,220,-58,34,21,-3,-325,-29,682
8,10,221,-58,33,18,-3,-325,-29,702
8,10,218,-57,34,20,-3,-325,-29,722
7,12,218,-53,35,21,-3,-325,-30,742
7,9,220,-61,36,19,-3,-325,-30,762
8,10,221,-59,34,20,-3,-325,-30,782
7,11,221,-60,37,20,-3,-326,-30,802
6,11,221,-59,36,21,-3,-326,-30,822
7,11,222,-60,36,22,-3,-326,-30,842
6,8,217,-58,37,21,-3,-326,-31,862
8,9,221,-61,35,23,-3,-326,-31,882
9,11,221,-59,34,19,-3,-326,-31,902
7,9,222,-59,34,19,-3,-326,-31,922
6,7,223,-59,35,21,-3,-326,-30,942
6,10,221,-58,35,21,-3,-326,-30,962
7,10,222,-57,36,22,-3,-326,-30,982
7,10,221,-57,36,23,-2,-326,-31,1002
8,10,218,-58,34,22,-2,-326,-31,1022
7,9,221,-59,36,20,-2,-326,-31,1042
6,10,224,-59,33,21,-2,-326,-31,1062
6,10,220,-60,35,21,-2,-325,-29,1082
6,10,222,-62,36,21,-2,-325,-29,1102
6,11,221,-63,37,20,-2,-325,-29,1122
8,9,222,-60,33,21,-3,-325,-30,1142
10,10,222,-59,35,20,-3,-325,-30,1162
8,10,220,-63,35,21,-3,-325,-30,1182
7,10,219,-59,35,18,-3,-325,-30,1202
8,10,220,-58,39,19,-2,-325,-29,1222
9,9,220,-59,33,21,-2,-325,-29,1242
7,10,219,-61,31,19,-2,-325,-29,1262
8,12,221,-55,36,18,-3,-324,-29,1282
6,12,221,-60,35,21,-3,-324,-29,1302
8,10,223,-58,36,19,-3,-324,-29,1322
7,10,223,-58,34,19,-2,-325,-30,1342
9,10,219,-63,38,21,-2,-325,-30,1362
8,11,220,-60,36,21,-2,-325,-30,1382
9,9,219,-61,38,22,-2,-325,-30,1402
8,10,220,-59,36,18,-2,-326,-30,1422
9,12,220,-57,35,20,-2,-326,-30,1442
7,9,221,-60,37,20,-2,-326,-30,1462
6,9,219,-62,36,21,-2,-326,-30,1482
8,11,219,-61,33,24,-2,-326,-30,1502
7,11,222,-59,36,17,-2,-326,-30,1522
7,12,221,-62,32,22,-2,-326,-30,1542
7,10,222,-59,35,22,-2,-327,-30,1562
7,10,220,-57,33,20,-2,-327,-30,1582
7,10,218,-57,33,20,-2,-327,-30,1602
6,10,223,-61,34,21,-3,-326,-30,1622
8,10,221,-57,35,20,-3,-326,-30,1642
8,11,220,-58,36,22,-3,-326,-30,1662
8,11,222,-61,34,19,-3,-326,-30,1682
8,8,221,-59,33,21,-2,-326,-30,1702
8,11,221,-59,36,20,-2,-326,-30,1722
6,10,222,-59,35,21,-2,-326,-30,1742
6,12,223,-59,35,20,-2,-326,-29,1762
5,11,222,-57,35,22,-2,-326,-29,1782
8,9,221,-58,36,21,-2,-326,-29,1802
7,10,220,-57,33,23,-2,-326,-29,1822
4,10,222,-59,35,21,-2,-325,-29,1842
8,10,219,-59,34,17,-2,-325,-29,1862
8,10,217,-56,33,20,-2,-325,-29,1882
8,13,220,-57,34,19,-2,-325,-29,1902
7,11,221,-58,31,19,-2,-325,-29,1922
8,10,220,-62,36,19,-2,-325,-29,1942
8,10,219,-60,34,18,-2,-324,-30,1962
8,9,220,-60,33,19,-2,-324,-30,1982
6,11,221,-59,33,20,-2,-324,-30,2002
7,10,220,-62,37,22,-2,-324,-30,2022
7,11,223,-59,35,20,-3,-325,-30,2042
7,11,218,-61,31,19,-3,-325,-30,2062
6,11,223,-58,34,23,-3,-325,-30,2082
6,11,219,-58,35,20,-2,-327,-30,2102
7,10,222,-59,36,19,-2,-327,-30,2122
7,12,220,-60,38,21,-2,-327,-30,2142
6,11,220,-60,33,20,-2,-327,-30,2162
8,10,222,-58,35,20,-3,-326,-31,2182
7,10,218,-60,36,19,-3,-326,-31,2202
8,11,221,-59,35,21,-3,-326,-31,2222
8,11,224,-60,36,20,-2,-327,-30,2242
6,12,216,-60,36,23,-2,-327,-30,2262
8,10,221,-61,35,20,-2,-327,-30,2282
7,11,222,-57,36,20,-2,-327,-30,2302
8,11,217,-61,38,22,-3,-326,-30,2322
5,10,220,-61,35,18,-3,-326,-30,2342
6,9,221,-59,38,21,-3,-326,-30,2362
8,9,221,-59,36,21,-3,-325,-29,2382
7,9,220,-60,31,20,-3,-325,-29,2402
5,11,221,-61,34,19,-3,-325,-29,2422
7,10,221,-59,34,21,-3,-325,-29,2442
7,10,221,-58,33,20,-3,-325,-29,2462
7,11,222,-60,34,20,-3,-325,-29,2482
7,12,219,-59,34,22,-3,-325,-29,2502
8,9,220,-59,32,20,-3,-324,-29,2522
8,11,219,-56,33,17,-3,-324,-29,2542
6,10,221,-61,36,19,-3,-324,-29,2562
8,9,212,-59,34,19,-3,-325,-30,2582
7,10,220,-60,37,22,-3,-325,-30,2602
6,10,220,-61,36,23,-3,-325,-30,2622
8,10,221,-56,33,19,-3,-325,-30,2642
7,11,218,-57,34,19,-2,-325,-30,2662
8,10,220,-59,34,19,-2,-325,-30,2682
8,9,221,-60,33,19,-2,-325,-30,2702
8,10,221,-59,34,21,-2,-326,-30,2722
8,10,220,-61,34,19,-2,-326,-30,2742
8,9,220,-62,31,23,-2,-326,-30,2762
9,10,219,-61,33,19,-2,-326,-30,2782
6,10,221,-63,36,19,-3,-326,-31,2802
7,9,221,-59,36,21,-3,-326,-31,2822
7,10,219,-58,34,22,-3,-326,-31,2842
6,9,221,-60,33,21,-3,-326,-31,2862
8,10,218,-58,34,20,-3,-326,-31,2882
7,9,221,-59,34,20,-3,-326,-31,2902
5,8,223,-58,34,22,-3,-326,-30,2922
6,11,222,-62,36,18,-3,-326,-30,2942
6,10,219,-59,33,18,-3,-326,-30,2962
7,11,219,-63,34,21,-3,-326,-30,2982
9,10,218,-58,39,21,-3,-326,-30,3002
7,11,219,-58,36,21,-3,-326,-30,3022
8,11,219,-59,37,19,-3,-326,-30,3042
6,10,221,-58,35,23,-3,-325,-29,3062
8,9,219,-57,37,20,-3,-325,-29,3082
8,12,221,-60,37,20,-3,-325,-29,3102
8,10,222,-61,36,24,-3,-325,-29,3122
8,10,219,-60,34,21,-3,-325,-29,3142
7,12,219,-57,37,23,-3,-325,-29,3162
7,9,219,-58,36,21,-3,-325,-29,3182
11,13,221,-58,37,21,-3,-325,-29,3202
7,11,223,-60,37,21,-3,-325,-29,3222
7,11,222,-61,33,19,-3,-325,-29,3242
7,12,221,-58,35,17,-3,-325,-29,3262
9,10,220,-59,36,22,-3,-325,-30,3282
7,11,218,-56,32,19,-3,-325,-30,3302
6,11,221,-59,36,18,-3,-325,-30,3322
7,10,221,-59,33,20,-3,-326,-30,3342
7,11,219,-56,31,19,-3,-326,-30,3362
8,10,221,-59,34,20,-3,-326,-30,3382
5,13,222,-59,33,22,-2,-326,-30,3402
7,10,219,-58,36,20,-2,-326,-30,3422
8,9,219,-60,37,21,-2,-326,-30,3442
8,9,220,-60,35,20,-2,-326,-30,3462
7,11,221,-62,33,20,-2,-327,-31,3482
9,9,220,-56,36,22,-2,-327,-31,3502
7,9,222,-57,36,18,-2,-327,-31,3522
8,11,221,-59,34,23,-3,-327,-30,3542
7,10,220,-61,33,22,-3,-327,-30,3562
8,10,220,-59,34,17,-3,-327,-30,3582
8,9,221,-59,35,20,-3,-327,-30,3602
7,11,221,-61,36,19,-3,-326,-30,3622
7,12,219,-59,38,18,-3,-326,-30,3642
7,11,220,-57,36,22,-3,-326,-30,3662
6,15,218,-60,34,21,-3,-325,-29,3682
6,12,222,-60,34,20,-3,-325,-29,3702
7,11,220,-90,26,16,-3,-325,-29,3722
11,5,220,-66,29,2,-3,-325,-29,3742
1,14,213,-61,36,3,-3,-325,-29,3762
17,1,219,-63,35,8,-3,-325,-29,3782
15,0,223,-55,31,-21,-3,-325,-29,3802
5,11,217,-61,39,19,-3,-324,-29,3822
2,13,210,-55,36,20,-3,-324,-29,3842
9,8,219,-56,38,19,-3,-324,-29,3862
7,9,222,-60,38,19,-3,-324,-29,3882
7,8,220,-61,35,30,-3,-324,-29,3902
6,9,220,-60,38,20,-3,-324,-29,3922
6,8,220,-63,34,24,-3,-324,-29,3942
6,8,220,-60,34,20,-3,-326,-30,3962
7,7,222,-60,38,18,-3,-326,-30,3982
7,9,220,-57,37,18,-3,-326,-30,4002
5,7,217,-62,33,21,-2,-326,-31,4022
8,6,224,-62,36,23,-2,-326,-31,4042
5,8,223,-63,32,21,-2,-326,-31,4062
7,8,221,-58,36,18,-2,-326,-31,4082
5,10,219,-60,36,15,-3,-326,-31,4102
3,12,216,-60,32,8,-3,-326,-31,4122
8,4,229,-64,34,3,-3,-326,-31,4142
2,7,231,-56,35,-10,-3,-327,-31,4162
11,7,214,-59,37,2,-3,-327,-31,4182
4,17,211,-60,36,7,-3,-327,-31,4202
8,10,217,-57,39,21,-3,-327,-31,4222
10,6,224,-60,34,17,-3,-326,-30,4242
4,11,220,-62,34,19,-3,-326,-30,4262
10,8,225,-24,39,99,-3,-326,-30,4282
4,8,221,-53,41,91,-2,-325,-30,4302
6,10,219,-44,39,127,-2,-325,-30,4322
6,10,220,-45,38,102,-2,-325,-30,4342
7,9,218,-34,37,85,-3,-325,-29,4362
3,9,218,5,41,131,-3,-325,-29,4382
7,18,216,76,45,252,-3,-325,-29,4402
18,28,243,1189,293,49,-3,-325,-29,4422
16,-19,262,-2289,663,58,-1,-326,-41,4442
24,-12,372,553,611,-211,-1,-326,-41,4462
2,-12,216,-177,429,-294,-1,-326,-41,4482
5,-14,223,-182,582,-406,7,-317,-36,4502
-6,4,216,115,563,-493,7,-317,-36,4522
-10,64,208,-58,593,-321,7,-317,-36,4542
-17,26,214,93,454,-226,7,-317,-36,4562
-31,26,206,-151,324,-108,19,-305,-42,4582
-29,28,216,-10,328,0,19,-305,-42,4602
-28,28,219,-90,370,89,19,-305,-42,4622
-28,24,218,74,376,158,27,-301,-45,4642
-25,14,215,-15,390,234,27,-301,-45,4662
-28,15,225,145,489,245,27,-301,-45,4682
-31,12,219,281,527,246,27,-301,-45,4702
-49,10,211,79,590,201,37,-300,-53,4722
-38,14,224,138,567,163,37,-300,-53,4742
-40,17,235,86,475,146,37,-300,-53,4762
-40,23,243,47,352,146,50,-297,-63,4782
-43,21,254,-99,141,135,50,-297,-63,4802
-56,27,259,-221,-164,112,50,-297,-63,4822
-49,29,244,-361,-446,140,50,-295,-74,4842
-39,19,225,-338,-518,148,50,-295,-74,4862
-35,17,216,-258,-444,126,50,-295,-74,4882
-44,17,218,-306,-473,123,50,-295,-74,4902
-42,13,211,-353,-513,107,37,-294,-85,4922
-32,15,202,-311,-418,59,37,-294,-85,4942
-32,16,197,-213,-308,55,37,-294,-85,4962
-27,21,190,-108,-139,100,28,-291,-89,4982
-19,26,189,27,31,203,28,-291,-89,5002
-19,15,198,6,129,225,28,-291,-89,5022
-18,9,207,-29,159,204,28,-291,-89,5042
-23,9,213,-19,217,141,29,-290,-97,5062
-17,14,221,42,252,136,29,-290,-97,5082
-25,16,231,27,205,135,29,-290,-97,5102
-21,18,235,-3,106,144,34,-288,-103,5122
-21,18,237,-94,-49,157,34,-288,-103,5142
-28,13,236,-190,-199,124,34,-288,-103,5162
-23,9,227,-313,-332,87,34,-288,-103,5182
-25,5,211,-314,-289,13,32,-286,-106,5202
-14,13,207,-208,-158,17,32,-286,-106,5222
-20,17,214,-195,-169,54,32,-286,-106,5242
-25,17,211,-217,-188,77,28,-284,-106,5262
-16,12,200,-146,-96,94,28,-284,-106,5282
-11,6,195,-64,68,87,28,-284,-106,5302
-18,9,201,-116,143,85,27,-282,-107,5322
2,-85,203,-411,165,-370,27,-282,-107,5342
-17,-50,207,-433,263,-791,27,-282,-107,5362
-15,-7,201,-272,472,-915,27,-282,-107,5382
-25,47,237,179,733,-763,34,-280,-97,5402
-20,57,333,-51,-333,-408,34,-280,-97,5422
-27,25,244,-646,-680,-205,34,-280,-97,5442
-19,16,211,-290,-602,-52,33,-276,-94,5462
-23,18,196,81,-431,81,33,-276,-94,5482
-16,-12,139,278,-9,54,33,-276,-94,5502
-8,30,161,95,501,193,33,-276,-94,5522
-5,6,279,129,198,250,30,-272,-99,5542
-16,10,247,68,-271,247,30,-272,-99,5562
-10,-14,179,-128,-178,131,30,-272,-99,5582
0,24,215,256,-126,179,29,-270,-101,5602
4,23,200,486,4,259,29,-270,-101,5622
-4,14,211,100,-15,271,29,-270,-101,5642
-7,13,226,-52,-61,274,29,-270,-101,5662
-4,10,229,-17,-99,179,27,-268,-110,5682
1,-10,191,-100,97,-24,27,-268,-110,5702
-3,-3,194,-365,163,-126,27,-268,-110,5722
-4,19,227,-306,191,-81,28,-267,-108,5742
-1,-15,208,-579,60,-73,28,-267,-108,5762
-1,6,255,-203,-249,237,28,-267,-108,5782
8,-29,235,-744,-247,175,23,-269,-98,5802
4,1,209,-707,-98,226,23,-269,-98,5822
-3,16,233,-613,-117,351,23,-269,-98,5842
5,-33,196,-579,101,15,23,-269,-98,5862
-7,-50,194,-437,225,-290,20,-269,-85,5882
-1,11,244,-312,-29,-83,20,-269,-85,5902
2,-18,207,-102,-3,-80,20,-269,-85,5922
8,-19,188,62,248,-123,21,-269,-79,5942
0,-10,229,267,107,-114,21,-269,-79,5962
0,-5,207,-10,55,-61,21,-269,-79,5982
0,2,208,-32,127,-33,21,-269,-79,6002
-2,0,212,-94,77,-6,23,-269,-84,6022
-5,-7,220,-146,27,29,23,-269,-84,6042
2,-7,215,-95,27,46,23,-269,-84,6062
-5,-15,222,-11,31,45,23,-268,-83,6082
-5,-20,211,-54,31,28,23,-268,-83,6102
-4,-19,218,-39,14,42,23,-268,-83,6122
0,-18,212,-126,40,40,23,-268,-83,6142
2,-17,213,-92,43,13,22,-269,-83,6162
4,-18,211,-63,41,12,22,-269,-83,6182
-4,-15,228,-66,4,50,22,-269,-83,6202
-2,-12,224,-116,43,14,22,-268,-82,6222
4,-18,229,-11,11,2,22,-268,-82,6242
2,-17,214,34,26,18,22,-268,-82,6262
-1,-19,222,-46,4,15,22,-268,-82,6282
1,-18,219,-81,28,4,22,-268,-82,6302
-1,-16,221,-73,-5,9,22,-268,-82,6322
3,-15,219,3,1,15,22,-268,-82,6342
5,-15,221,38,3,-2,22,-267,-82,6362
2,-17,214,7,21,-2,22,-267,-82,6382
3,-5,227,10,0,26,22,-267,-82,6402
0,-14,213,13,26,20,21,-266,-84,6422
1,-10,212,-82,24,36,21,-266,-84,6442
0,-14,218,-36,13,24,21,-266,-84,6462
2,-10,213,-6,60,-2,21,-266,-84,6482
5,-13,213,-44,34,11,21,-266,-85,6502
0,-15,215,4,26,27,21,-266,-85,6522
4,-12,216,-29,34,32,21,-266,-85,6542
4,-9,217,-64,39,36,21,-267,-86,6562
3,-5,224,-47,18,45,21,-267,-86,6582
-4,-11,218,-13,41,49,21,-267,-86,6602
6,0,223,-17,64,69,21,-267,-86,6622
2,-16,220,-59,30,80,21,-267,-88,6642
5,-11,221,67,42,70,21,-267,-88,6662
3,-18,213,139,34,47,21,-267,-88,6682
-2,-10,215,100,53,45,21,-268,-90,6702
5,-3,216,128,54,29,21,-268,-90,6722
4,-13,211,243,76,-1,21,-268,-90,6742
4,1,223,384,131,9,21,-267,-96,6762
7,10,227,566,116,19,21,-267,-96,6782
4,12,225,668,136,3,21,-267,-96,6802
-6,6,222,630,103,36,21,-267,-96,6822
2,14,210,888,129,46,23,-264,-111,6842
-5,18,233,1073,147,27,23,-264,-111,6862
-12,17,223,1317,202,-43,23,-264,-111,6882
-13,26,228,1523,163,-68,25,-257,-140,6902
-3,45,290,2083,-24,-58,25,-257,-140,6922
0,58,182,1760,-85,69,25,-257,-140,6942
-1,61,225,1481,-18,-20,25,-257,-140,6962
-6,72,220,1523,-64,-56,23,-243,-181,6982
-4,86,208,1407,-19,-17,23,-243,-181,7002
0,104,207,1106,17,82,23,-243,-181,7022
-4,91,209,1551,-23,18,21,-226,-214,7042
-3,113,201,2364,-41,22,21,-226,-214,7062
1,116,168,2492,44,57,21,-226,-214,7082
5,149,168,2122,104,96,21,-226,-214,7102
-1,148,171,1834,153,55,21,-195,-260,7122
-9,167,217,2166,-61,71,21,-195,-260,7142
-1,158,149,1764,6,35,21,-195,-260,7162
0,165,157,2003,-75,-34,20,-159,-296,7182
4,190,119,1859,132,6,20,-159,-296,7202
5,196,127,2045,146,-18,20,-159,-296,7222
1,199,116,1960,219,-47,21,-119,-326,7242
-7,234,145,2227,49,23,21,-119,-326,7262
-4,231,96,1959,123,33,21,-119,-326,7282
-9,230,118,2448,-2,48,21,-119,-326,7302
5,222,64,2177,66,-50,21,-72,-347,7322
-8,258,65,2075,-37,-99,21,-72,-347,7342
-15,250,47,2007,81,-90,21,-72,-347,7362
-6,263,50,2162,-21,-54,23,-24,-360,7382
-6,270,16,2000,82,6,23,-24,-360,7402
-11,265,23,2003,72,2,23,-24,-360,7422
-8,273,-2,1715,77,5,23,-24,-360,7442
-17,264,3,1774,116,28,23,24,-362,7462
2,249,-14,1713,-25,-37,23,24,-362,7482
-2,255,-34,1602,33,-105,23,24,-362,7502
-11,276,-31,1823,-42,-53,25,65,-357,7522
-12,270,-63,1549,34,-44,25,65,-357,7542
-18,267,-45,1776,71,-9,25,65,-357,7562
-3,262,-66,1690,-41,-8,25,65,-357,7582
-11,268,-87,1334,3,-41,25,104,-346,7602
-16,266,-83,1005,19,-10,25,104,-346,7622
-19,263,-74,1080,-120,-18,25,104,-346,7642
-12,270,-109,570,-62,-16,27,130,-334,7662
-12,263,-119,167,-33,-28,27,130,-334,7682
-10,259,-117,-94,-50,-44,27,130,-334,7702
-16,274,-128,-193,50,-2,28,134,-332,7722
-19,271,-105,-184,12,32,28,134,-332,7742
-14,261,-107,-253,18,33,28,134,-332,7762
-15,259,-106,-235,16,8,28,134,-332,7782
-17,253,-107,-210,46,-13,28,131,-333,7802
-15,266,-99,-178,48,0,28,131,-333,7822
-17,267,-97,-211,45,3,28,131,-333,7842
-23,255,-89,-165,30,-8,29,129,-336,7862
-16,260,-97,-228,-6,-35,29,129,-336,7882
-17,259,-88,-234,0,-34,29,129,-336,7902
-15,266,-96,-312,-6,-29,29,129,-336,7922
-12,265,-86,-322,-31,-36,30,126,-338,7942
-17,264,-95,-326,-13,-40,30,126,-338,7962
-15,260,-96,-322,-17,-45,30,126,-338,7982
-22,273,-96,-407,-11,-10,32,119,-341,8002
-19,255,-81,-468,-2,-21,32,119,-341,8022
-16,270,-84,-499,-49,-24,32,119,-341,8042
-18,267,-93,-747,15,-7,32,119,-341,8062
-16,265,-85,-1330,10,-41,33,109,-344,8082
-19,271,-80,-1864,55,18,33,109,-344,8102
-19,259,-54,-1859,-36,-71,33,109,-344,8122
-25,285,-65,-1790,48,27,33,74,-355,8142
-21,284,-26,-1790,-13,36,33,74,-355,8162
-25,244,-7,-1284,-63,-34,33,74,-355,8182
-16,262,-32,-1725,-30,-57,34,37,-360,8202
-12,263,2,-1807,-15,-60,34,37,-360,8222
-31,275,6,-1691,67,40,34,37,-360,8242
-14,271,22,-1508,-28,-7,34,37,-360,8262
-20,281,29,-1810,-45,10,34,-2,-360,8282
-13,279,33,-2526,-133,-5,34,-2,-360,8302
-14,273,33,-3374,-116,51,34,-2,-360,8322
-15,265,58,-3412,-20,117,33,-60,-349,8342
-13,159,75,-3383,-32,-145,33,-60,-349,8362
-2,217,66,-3577,255,-127,33,-60,-349,8382
-34,244,156,-3241,47,-42,33,-60,-349,8402
-29,206,166,-3432,-126,-59,36,-132,-316,8422
-27,196,162,-3125,-144,-106,36,-132,-316,8442
-21,151,163,-2714,-142,-182,36,-132,-316,8462
-19,151,151,-2285,-8,-82,36,-187,-269,8482
-13,143,167,-2307,72,-38,36,-187,-269,8502
-19,146,198,-2312,35,10,36,-187,-269,8522
-25,116,224,-2361,-111,-62,36,-187,-269,8542
-17,112,219,-2731,-283,-94,38,-221,-225,8562
-2,83,228,-3293,-716,-216,38,-221,-225,8582
-13,82,205,-3337,-727,-191,38,-221,-225,8602
-2,56,185,-3410,-477,-80,30,-251,-156,8622
-14,16,234,-2963,-579,-98,30,-251,-156,8642
-11,10,217,-2758,-401,24,30,-251,-156,8662
9,-13,220,-2884,-534,37,19,-266,-81,8682
13,-25,203,-2608,-453,21,19,-266,-81,8702
10,-34,193,-2597,-275,142,19,-266,-81,8722
14,-56,200,-2892,-273,198,19,-266,-81,8742
15,-78,217,-2720,-418,228,11,-263,-14,8762
12,-113,175,-2044,-346,90,11,-263,-14,8782
15,-109,155,-2082,19,48,11,-263,-14,8802
15,-120,209,-1776,-21,81,6,-251,41,8822
12,-136,199,-1783,-160,116,6,-251,41,8842
20,-128,186,-2250,-174,220,6,-251,41,8862
23,-157,176,-1999,-173,127,6,-251,41,8882
17,-171,165,-1899,-158,-1,3,-233,87,8902
20,-170,175,-1856,-196,-33,3,-233,87,8922
16,-170,174,-2394,-347,-64,3,-233,87,8942
20,-177,150,-2544,-460,-36,-1,-208,127,8962
17,-196,136,-2699,-591,31,-1,-208,127,8982
26,-196,123,-2017,-532,-26,-1,-208,127,9002
28,-201,89,-1524,-425,-123,-1,-208,127,9022
24,-206,97,-1264,-358,25,-9,-173,168,9042
41,-181,65,-1302,3,331,-9,-173,168,9062
28,-233,93,-1207,-89,311,-9,-173,168,9082
25,-237,67,-1318,-23,266,-8,-151,189,9102
24,-226,64,-1210,126,339,-8,-151,189,9122
25,-247,50,-918,275,196,-8,-151,189,9142
23,-246,60,-835,228,77,-3,-132,206,9162
24,-239,72,-815,146,74,-3,-132,206,9182
26,-231,65,-899,29,129,-3,-132,206,9202
20,-241,50,-792,1,153,-3,-132,206,9222
